work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,remote_type,role_category,salary_band,international_job
2023,SE,FT,Data Scientist,219000,United States Dollar,219000,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,141000,United States Dollar,141000,United States,Unknown,United States,M,Unknown,Data Scientist,High,False
2023,SE,FT,Data Engineer,206000,United States Dollar,206000,United States,Unknown,United States,M,Unknown,Data Engineer,Very High,False
2023,MI,FT,ML Engineer,300000,United States Dollar,300000,Australia,Unknown,Australia,M,Unknown,ML / AI Engineer,Very High,False
2023,MI,FT,ML Engineer,260000,United States Dollar,260000,Australia,Unknown,Australia,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,Data Analyst,147000,United States Dollar,147000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,High,False
2023,MI,FT,Data Manager,110000,United States Dollar,110000,United States,Unknown,United States,M,Unknown,Management,Medium,False
2023,MI,FT,Data Manager,70000,United States Dollar,70000,United States,Unknown,United States,M,Unknown,Management,Low,False
2023,SE,FT,Data Engineer,284310,United States Dollar,284310,United States,Unknown,United States,M,Unknown,Data Engineer,Very High,False
2023,SE,FT,Data Engineer,153090,United States Dollar,153090,United States,Unknown,United States,M,Unknown,Data Engineer,High,False
2023,SE,FT,Machine Learning Engineer,261500,United States Dollar,261500,United States,Unknown,United States,L,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,134500,United States Dollar,134500,United States,Unknown,United States,L,Unknown,ML / AI Engineer,Medium,False
2023,EN,CT,Product Data Analyst,83200,United States Dollar,83200,United States,Unknown,United States,S,Unknown,Data Analyst / BI,Low,False
2023,SE,FT,Data Engineer,204500,United States Dollar,204500,Germany,Unknown,Germany,M,Unknown,Data Engineer,Very High,False
2023,SE,FT,Data Engineer,142200,United States Dollar,142200,Germany,Unknown,Germany,M,Unknown,Data Engineer,High,False
2023,SE,FT,Data Analyst,145000,United States Dollar,145000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,High,False
2023,SE,FT,Data Analyst,106000,United States Dollar,106000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Medium,False
2023,SE,FT,Analytics Engineer,275300,United States Dollar,275300,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Very High,False
2023,SE,FT,Analytics Engineer,183500,United States Dollar,183500,United States,Unknown,United States,M,Unknown,Data Analyst / BI,High,False
2023,MI,FT,Data Engineer,100000,British Pound Sterling,123040,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Engineer,Medium,False
2023,MI,FT,Data Scientist,115000,United States Dollar,115000,United States,Unknown,United States,M,Unknown,Data Scientist,Medium,False
2023,SE,FT,Data Engineer,136600,United States Dollar,136600,United States,Unknown,United States,M,Unknown,Data Engineer,Medium,False
2023,SE,FT,Data Engineer,109280,United States Dollar,109280,United States,Unknown,United States,M,Unknown,Data Engineer,Medium,False
2023,MI,FT,Analytics Engineer,60000,British Pound Sterling,73824,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,Low,False
2023,MI,FT,Analytics Engineer,50000,British Pound Sterling,61520,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,Low,False
2023,MI,FT,BI Data Analyst,70000,United States Dollar,70000,EG,Unknown,United States,M,Unknown,Data Analyst / BI,Low,True
2023,SE,FT,Research Engineer,281000,United States Dollar,281000,United States,Unknown,United States,M,Unknown,Research,Very High,False
2023,SE,FT,Research Engineer,196000,United States Dollar,196000,United States,Unknown,United States,M,Unknown,Research,Very High,False
2023,EN,FT,Data Integration Specialist,69500,United States Dollar,69500,United States,Unknown,United States,M,Unknown,Data Architecture / Infrastructure,Low,False
2023,EN,FT,Data Integration Specialist,46400,United States Dollar,46400,United States,Unknown,United States,M,Unknown,Data Architecture / Infrastructure,Low,False
2023,SE,FT,Data Scientist,281000,United States Dollar,281000,Canada,Unknown,Canada,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,181000,United States Dollar,181000,Canada,Unknown,Canada,M,Unknown,Data Scientist,High,False
2023,SE,FT,Data Architect,285000,United States Dollar,285000,United States,Unknown,United States,M,Unknown,Data Architecture / Infrastructure,Very High,False
2023,SE,FT,Data Architect,210000,United States Dollar,210000,United States,Unknown,United States,M,Unknown,Data Architecture / Infrastructure,Very High,False
2023,EN,FT,Data Analyst,69525,United States Dollar,69525,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Low,False
2023,EN,FT,Data Analyst,61800,United States Dollar,61800,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Low,False
2023,SE,FT,BI Developer,160000,United States Dollar,160000,United States,Unknown,Japan,L,Unknown,Data Analyst / BI,High,True
2023,EN,FT,Data Scientist,40000,United States Dollar,40000,Uzbekistan,Unknown,United States,M,Unknown,Data Scientist,Low,True
2023,SE,FT,Data Visualization Analyst,130000,United States Dollar,130000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Medium,False
2023,SE,FT,Data Visualization Analyst,110000,United States Dollar,110000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Medium,False
2023,EN,FT,Data Scientist,130001,United States Dollar,130001,United States,Unknown,United States,M,Unknown,Data Scientist,Medium,False
2023,EN,FT,Data Scientist,71907,United States Dollar,71907,United States,Unknown,United States,M,Unknown,Data Scientist,Low,False
2023,SE,FT,Analytics Engineer,144000,United States Dollar,144000,Canada,Unknown,Canada,M,Unknown,Data Analyst / BI,High,False
2023,SE,FT,Analytics Engineer,80000,United States Dollar,80000,Canada,Unknown,Canada,M,Unknown,Data Analyst / BI,Low,False
2023,SE,FT,Data Architect,205000,United States Dollar,205000,United States,Unknown,United States,M,Unknown,Data Architecture / Infrastructure,Very High,False
2023,SE,FT,Data Analyst,189400,United States Dollar,189400,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,Very High,False
2023,SE,FT,Data Analyst,131685,United States Dollar,131685,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,Medium,False
2023,Executive,FT,Head of Data,204500,United States Dollar,204500,United States,Unknown,United States,M,Unknown,Management,Very High,False
2023,Executive,FT,Head of Data,142200,United States Dollar,142200,United States,Unknown,United States,M,Unknown,Management,High,False
2023,SE,FT,Data Analyst,172000,United States Dollar,172000,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,High,False
2023,EN,FT,BI Data Analyst,60000,United States Dollar,60000,AR,Unknown,United States,M,Unknown,Data Analyst / BI,Low,True
2023,EN,FT,Data Scientist,105000,Canadian Dollar,77791,Canada,Unknown,Canada,L,Unknown,Data Scientist,Low,False
2022,MI,FT,Data Scientist,45000,British Pound Sterling,55410,FR,Unknown,United Kingdom,M,Unknown,Data Scientist,Low,True
2023,SE,FT,Product Data Analyst,57000,United States Dollar,57000,Georgia,Unknown,RU,L,Unknown,Data Analyst / BI,Low,True
2023,MI,FT,Autonomous Vehicle Technician,120000,United States Dollar,120000,United Kingdom,Unknown,United Kingdom,M,Unknown,ML / AI Engineer,Medium,False
2023,SE,FT,Data Modeler,168400,United States Dollar,168400,United States,Unknown,United States,M,Unknown,Data Architecture / Infrastructure,High,False
2023,SE,FT,Data Modeler,90700,United States Dollar,90700,United States,Unknown,United States,M,Unknown,Data Architecture / Infrastructure,Low,False
2023,SE,FT,Research Engineer,240000,United States Dollar,240000,United States,Unknown,United States,M,Unknown,Research,Very High,False
2023,SE,FT,Research Engineer,157250,United States Dollar,157250,United States,Unknown,United States,M,Unknown,Research,High,False
2023,SE,FT,Data Scientist,277500,United States Dollar,277500,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,236500,United States Dollar,236500,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,Data Scientist,172800,United States Dollar,172800,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Scientist,High,False
2023,SE,FT,Data Scientist,110000,United States Dollar,110000,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Scientist,Medium,False
2022,EN,FT,Research Engineer,5500000,Japanese Yen,41809,Japan,Unknown,Japan,L,Unknown,Research,Low,False
2023,EN,FT,Cloud Data Engineer,100000,United States Dollar,100000,Germany,Unknown,United States,L,Unknown,Data Engineer,Medium,True
2023,SE,CT,Finance Data Analyst,300000,Euro,323905,FR,Unknown,United States,M,Unknown,Data Analyst / BI,Very High,True
2023,SE,FT,Data Analyst,62000,United States Dollar,62000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Low,False
2023,MI,FT,Data Analytics Manager,155000,United States Dollar,155000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,High,False
2023,MI,FT,Data Analytics Manager,140000,United States Dollar,140000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,High,False
2023,SE,FT,Machine Learning Engineer,297300,United States Dollar,297300,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Engineer,198200,United States Dollar,198200,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,Data Operations Analyst,144000,United States Dollar,144000,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,High,False
2023,SE,FT,Data Operations Analyst,77000,United States Dollar,77000,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Analyst / BI,Low,False
2023,MI,FT,Data Specialist,87500,United States Dollar,87500,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Low,False
2023,MI,FT,Data Specialist,62500,United States Dollar,62500,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Low,False
2023,MI,FT,Data Modeler,90000,British Pound Sterling,110736,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Architecture / Infrastructure,Medium,False
2023,MI,FT,Data Modeler,45000,British Pound Sterling,55368,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Architecture / Infrastructure,Low,False
2023,SE,FT,Data Engineer,265000,United States Dollar,265000,United States,Unknown,United States,M,Unknown,Data Engineer,Very High,False
2023,SE,FT,Data Engineer,217000,United States Dollar,217000,United States,Unknown,United States,M,Unknown,Data Engineer,Very High,False
2023,SE,FT,Data Scientist,177300,United States Dollar,177300,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Scientist,High,False
2023,SE,FT,Data Scientist,136300,United States Dollar,136300,United Kingdom,Unknown,United Kingdom,M,Unknown,Data Scientist,Medium,False
2023,SE,FT,Data Analyst,83000,United States Dollar,83000,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Low,False
2023,SE,FT,Data Analyst,208450,United States Dollar,208450,United States,Unknown,United States,M,Unknown,Data Analyst / BI,Very High,False
2023,SE,FT,Data Analyst,170550,United States Dollar,170550,United States,Unknown,United States,M,Unknown,Data Analyst / BI,High,False
2023,SE,FT,Machine Learning Engineer,130000,United States Dollar,130000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Medium,False
2023,EN,FT,Research Engineer,165000,United States Dollar,165000,United States,Unknown,United States,M,Unknown,Research,High,False
2023,EN,FT,Research Engineer,145000,United States Dollar,145000,United States,Unknown,United States,M,Unknown,Research,High,False
2023,Executive,FT,Director of Data Science,336400,United States Dollar,336400,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,Executive,FT,Director of Data Science,201900,United States Dollar,201900,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,MI,FT,Data Science Manager,270000,United States Dollar,270000,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,MI,FT,Data Science Manager,95000,United States Dollar,95000,United States,Unknown,United States,M,Unknown,Data Scientist,Medium,False
2023,MI,FT,Data Engineer,117300,United States Dollar,117300,United States,Unknown,United States,M,Unknown,Data Engineer,Medium,False
2023,MI,FT,Data Engineer,69000,United States Dollar,69000,United States,Unknown,United States,M,Unknown,Data Engineer,Low,False
2023,SE,FT,Data Engineer,182000,United States Dollar,182000,United States,Unknown,United States,M,Unknown,Data Engineer,High,False
2023,SE,FT,Data Engineer,144000,United States Dollar,144000,United States,Unknown,United States,M,Unknown,Data Engineer,High,False
2023,MI,FT,Data Science Lead,244000,United States Dollar,244000,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,MI,FT,Data Science Lead,200000,United States Dollar,200000,United States,Unknown,United States,M,Unknown,Data Scientist,Very High,False
2023,SE,FT,Machine Learning Engineer,225000,United States Dollar,225000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
2023,MI,FT,Data Scientist,102500,United States Dollar,102500,United States,Unknown,United States,M,Unknown,Data Scientist,Medium,False
2023,SE,FT,Machine Learning Scientist,222000,United States Dollar,222000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Scientist,138000,United States Dollar,138000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Medium,False
2023,SE,FT,Data Analyst,207300,United States Dollar,207300,Canada,Unknown,Canada,M,Unknown,Data Analyst / BI,Very High,False
2023,SE,FT,Data Analyst,149200,United States Dollar,149200,Canada,Unknown,Canada,M,Unknown,Data Analyst / BI,High,False
2023,SE,FT,Machine Learning Scientist,292000,United States Dollar,292000,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
2023,SE,FT,Machine Learning Scientist,164500,United States Dollar,164500,United States,Unknown,United States,M,Unknown,ML / AI Engineer,High,False
2023,SE,FT,Machine Learning Scientist,292200,United States Dollar,292200,United States,Unknown,United States,M,Unknown,ML / AI Engineer,Very High,False
