occupation,unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value,occupation_short
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2022-Q1,5.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2022-Q2,5.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2022-Q3,5.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2022-Q4,5.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2023-Q1,4.5,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2023-Q2,4.5,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2023-Q3,4.5,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2023-Q4,4.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2024-Q1,4.4,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2024-Q2,4.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2024-Q3,4.4,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2024-Q4,4.4,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2025-Q1,5.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LU,LUXEMBOURG,2025-Q2,4.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2020-Q1,12.4,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2020-Q2,13.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2020-Q3,14.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2020-Q4,15.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2021-Q1,17.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2021-Q2,16.5,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2021-Q3,15.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2021-Q4,16.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2022-Q1,16.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2022-Q2,16.5,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2022-Q3,16.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2022-Q4,17.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2023-Q1,18.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2023-Q2,18.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2023-Q3,18.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2023-Q4,18.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2024-Q1,19.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2024-Q2,19.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2024-Q3,21.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2024-Q4,21.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2025-Q1,20.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,LV,LATVIA,2025-Q2,21.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2020-Q2,9.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2020-Q3,9.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2020-Q4,11.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2021-Q1,11.4,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2021-Q2,14.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2021-Q3,12.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2021-Q4,13.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2022-Q1,13.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2022-Q2,12.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2022-Q3,12.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2022-Q4,12.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2023-Q1,12.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2023-Q2,12.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2023-Q3,13.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2023-Q4,11.5,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2024-Q1,12.4,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2024-Q2,20.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2024-Q3,27.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2024-Q4,33.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2025-Q1,31.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,MT,MALTA,2025-Q2,24.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2019-Q4,6.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2020-Q1,5.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2020-Q2,5.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2020-Q3,5.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2020-Q4,5.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2021-Q1,6.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2021-Q2,6.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2021-Q3,6.4,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2021-Q4,6.5,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2022-Q1,6.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2022-Q2,7.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2022-Q3,7.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2022-Q4,7.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2023-Q1,6.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2023-Q2,6.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2023-Q3,6.5,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2023-Q4,6.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2024-Q1,6.4,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2024-Q2,6.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2024-Q3,6.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2024-Q4,6.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2025-Q1,6.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NL,NETHERLANDS,2025-Q2,7.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NO,NORWAY,2023-Q4,19.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NO,NORWAY,2024-Q1,19.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NO,NORWAY,2024-Q2,19.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NO,NORWAY,2024-Q3,20.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NO,NORWAY,2024-Q4,21.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NO,NORWAY,2025-Q1,21.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,NO,NORWAY,2025-Q2,22.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2019-Q4,8.8,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2020-Q1,8.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2020-Q2,7.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2020-Q3,7.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2020-Q4,7.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2021-Q1,7.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2021-Q2,7.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2021-Q3,7.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2021-Q4,7.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2022-Q1,6.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2022-Q2,6.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2022-Q3,6.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2022-Q4,6.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2023-Q1,6.3,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2023-Q2,6.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2023-Q3,7.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2023-Q4,8.4,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2024-Q1,8.7,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2024-Q2,9.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2024-Q3,9.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2024-Q4,9.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2025-Q1,9.0,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PL,POLAND,2025-Q2,9.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PT,PORTUGAL,2019-Q4,7.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PT,PORTUGAL,2020-Q1,7.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PT,PORTUGAL,2020-Q2,6.6,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PT,PORTUGAL,2020-Q3,6.4,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PT,PORTUGAL,2020-Q4,6.1,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PT,PORTUGAL,2021-Q1,6.2,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PT,PORTUGAL,2021-Q2,6.9,OTHER ICT SPECIALISTS
"OTHER INFORMATION AND COMMUNICATIONS TECHNOLOGY SPECIALISTS (OC2152, OC2153, OC2166, OC2356, OC2434, OC3114)",PERCENTAGE,PT,PORTUGAL,2021-Q3,7.0,OTHER ICT SPECIALISTS
